country-name,state-or-province,phys-area-name,principal-cave-name,other-cave-name,cave-id,latitude,longitude,altitude,length,vertical-extent,number-of-entrances,rock-type,cave-type,contents,comments,cave-system,branch-name,reference,cave-use,curation
United States of America,Hawaii,Kauai,Shelter Caves (Koloa 76e),,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=976,,
United States of America,Hawaii,Kauai,Shelter Caves (Koloa 76f),,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=977,,
United States of America,Hawaii,Kauai,Shelter Caves (Koloa 76g),,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=978,,
United States of America,Hawaii,Kauai,Shelter Caves (Waliweli 85 A),,,,,,15,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=970,,
United States of America,Hawaii,Kauai,Shelter Caves (Waliweli 85 B),,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=971,,
United States of America,Hawaii,Kauai,Shelter Caves (Waliweli 85 C),,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=980,,
United States of America,Hawaii,Kauai,Shelter Caves (Waliweli 85 D),,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=981,,
Australia,Victoria,Mt. Napier,Shepherd's Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1589,,
Japan,,,Shin Ana Cave,,,,,,150,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=110,,
Japan,Shizuoka,Hachijo Island,Shin Gokuraku Ana Cave,,,,,,676,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1537,,
United States of America,California; Siskiyou County,,Ship Cavern,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=613,,
Japan,,Mt. Fuji,Shoiko Fuketsu No. 1 Cave,,,,,,230,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=115,,
Japan,,Mt. Fuji,Shoiko Fuketsu No. 2 Cave,,,,,,55,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=111,,
Japan,,Mt. Fuji,Shoiko Fuketsu No. 3 Cave,,,,,,35,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=112,,
Japan,,Mt. Fuji,Shoiko Fuketsu No. 4 Cave,,,,,,32,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=113,,
Japan,,Mt. Fuji,Shoiko Fuketsu No. 5 Cave,,,,,,30,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=114,,
Japan,,,Shoji Fuketsu No. 1,,,,,,40,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=116,,
Japan,,,Shoji Fuketsu No. 2,,,,,,50,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=117,,
Japan,,,Shoji Fuketsu No. 3,,,,,,40,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=118,,
Japan,,,Shoji Fuketsu No. 4,,,,,,103,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=119,,
Japan,,,Shojioana-Gatsudo Cave,,,,,,247,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=120,,
Japan,,,Shojioana-Nichido Cave,,,,,,161,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=121,,
Japan,,,Shonin Ana Cave,,,,,,77,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=122,,
United States of America,California; Siskiyou County,,Short Caves,,,,,,100,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=632,,
Australia,Queensland,,Short Little Arch,,,,,,16,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1401,,
United States of America,Washington; Cowlitz County,,Shortstop Cave,,,,,,30,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1609,,
United States of America,Idaho; Lincoln County,,Shoshone Indian Ice Cave,,,,,,213,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1079,,
United States of America,California; Siskiyou County,Medicine Lake Highlands,Shovel Cave,Arch Sink,,,,,393,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=433,,
Saudi Arabia,Western,Harrat Ithnayn,Shuwaymis Cave,Kahf al Shuwaymis,,,,1275,510,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1765,,
United States of America,California; San Bernardino,Pisgah,SI,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=389,,
United States of America,New Mexico; Union County,,Sierra Negras Ice Caves,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1182,,
Mexico,Tamaulipas,,Sierra Partida,,,,,,850,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1558,,
United States of America,California; Siskiyou County,,Sign Cave,,,,,,262,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=538,,
United States of America,California; Siskiyou County,,Signal Flag Cave,,,,,,255,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=511,,
United States of America,Oregon; Deschutes County,,Silent Night Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1366,,
United States of America,California; Siskiyou County,,Silver Cave,,,,,,600,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=594,,
United States of America,California; Shasta County,,Six Mile Hill Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=452,,
United States of America,Washington,,Skamaniac Cave,,,,,,1074,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1755,,
United States of America,Oregon; Deschutes County,,Skeleton Cave,,,,,,1042,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1319,,
United States of America,Utah; Washington County,,Skeleton Cave,,,,,,43,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1561,,
United States of America,Washington,,Skin Mites Cave,,,,,,1090,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1754,,
Australia,Victoria,Newer Volcanics,Skipton Cave,Mt. Widderin Cave,,,,,150,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1596,,
Kenya,Eastern Province; Machakos District,Chyulu Hills,Skull Cave,,,,,,350,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=697,,
United States of America,Hawaii,Maui,Skull Cave,,,,,,11,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=957,,
United States of America,Hawaii; North Hilo District,Hawaii Island,Skylight Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=754,,
United States of America,Oregon; Malheur County,,Skylight Cave No. 2,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1227,,
United States of America,Arizona; Coconino County,San Franciscan,Slate Lakes Cave,Compass Cave,,,,,274,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=242,,
United States of America,Washington; Skamania County,,Sleeping Beauty Cave,,,,,,107,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1676,,
United States of America,Washington; Skamania County,,Slide Cave,,,,,,995,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1674,,
United States of America,Idaho; Lincoln County,,Sliman Allot Cave,,,,,,61,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1075,,
United States of America,Washington; Skamania County,,Slime Cave,,,,,,256,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1675,,
United States of America,Washington; Skamania County,,Slime Cave Annex,,,,,,23,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1748,,
United States of America,Washington; Klickitat County,,Snowpatch Cave,,,,,,360,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1619,,
"Korea, Republic of",Cheju,,So Chon Gul,Stream Cave; Creek Cave,,,,,2890,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=671,,
United States of America,California; Siskiyou County,,So What Cave,,,,,,61,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=551,,
"Korea, Republic of",Jeju province,Jeju Island,Sochon Gul,,,,,,3074,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=677,,
United States of America,Oregon; Deschutes County,,Somersault Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1247,,
United States of America,California; Siskiyou County,,Sonja Wagit Cave,,,,,,122,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=550,,
Fiji,Northern,Taveuni Island,Soqulu,,,,,,165,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1214,,
United States of America,New Mexico; Union County,,South Black Jack Cave,,,,,,91,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1181,,
United States of America,Oregon; Deschutes County,,South Ice Cave,,,,,1530,280,,,basalt,lava tunnel,permanent ice,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1315; Popa et al. (2012) https://doi.org:10.1089/ast.2011.0639,,
United States of America,California; Siskiyou County,,South Labyrinth Cave,,,,,,1134,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=595,,
Australia,Queensland,Undara,Speaking Tube,,,,,,25,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1402,,
United States of America,Washington; Skamania County,,Spear Point Cave,,,,,,173,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1677,,
United States of America,Idaho; Gooding County,,Spider Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1062,,
United States of America,Washington; Skamania County,Mount St. Helens,Spider Cave,,,,,,271,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1722,,
United States of America,California; Siskiyou County,,Spider Moth Annex,,,,,,139,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=633,,
United States of America,California; San Bernardino,Pisgah,SPJ,,,,,,396,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=390,,
United States of America,Washington; Skamania County,,Splash Cave,,,,,,91,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1678,,
United States of America,Washington; Skamania County,,Squeaking Pika Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1679,,
"Korea, Republic of",Cheju,,Ssang Ryong Gul,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=672,,
United States of America,California; San Bernardino,Pisgah,SSSTSS,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=391,,
Australia,Queensland,Undara,St. Pauls Cave,,AU-ASF-4U-5,,,,30,20,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1403,,
United States of America,Oregon; Deschutes County,,Stairstep,,,,,,183,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1335,,
United States of America,Idaho; Fremont County,,Stalagpie Cave,,,,,,1250,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1048,,
United States of America,Washington; Cowlitz County,,Stan's Cave,,,,,,15,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1610,,
United States of America,California; San Bernardino,Pisgah,Station 10 Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=392,,
United States of America,California; San Bernardino,Pisgah,Station 11 Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=393,,
United States of America,California; San Bernardino,Pisgah,Station 4 Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=394,,
United States of America,California; San Bernardino,Pisgah,Station 6 Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=395,,
United States of America,California; San Bernardino,Pisgah,Station 7 Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=396,,
United States of America,California; San Bernardino,Pisgah,Station 7A,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=397,,
United States of America,California; San Bernardino,Pisgah,Station 7B,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=398,,
United States of America,California; San Bernardino,Pisgah,Station 8 Cave,,,,,,31,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=399,,
Iceland,Myrasysla County,Hallmundarhraun,Stefanshellir,,,,,,1520,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=21,,
United States of America,Oregon; Deschutes County,,Stephens Road Cave,,,,,,35,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1329,,
Australia,Queensland,,Stephenson,,,,,,156,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1404,,
United States of America,Oregon; Deschutes County,,Stepladder Cave,,,,,,91,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1264,,
Australia,Queensland,Undara,Stevens Cave,,AU-ASF-4U-16,,,,70,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1428; Atkinson et al. (1975) https://doi.org:10.1007/BF02597832,,
United States of America,Oregon,,Stevens Road Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1293,,
New Zealand,Auckland City,,Stewart's Cave,,,,,,183,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=159,,
United States of America,California; Siskiyou County,,Stinking Cave,,,,,,39,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=596,,
United States of America,Arizona; Coconino County,San Franciscan; Mormon Butte,Stoneman Lake T.I.,Sheblos Cave,,,,,850,,,basalt,lava tunnel,,Pliocene,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=250,,
United States of America,Oregon,,Stookey Ranch Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1282,,
United States of America,Oregon; Deschutes County,,Stove Cave,,,,,,79,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1263; https://rpif.asu.edu/LTdatabase/result.php?RECNO=1342,,
United States of America,Washington; Cowlitz County,,String Cave,,,,,,18,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1611,,
Iceland,,,Stubur,,,,,,15,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=192,,
Japan,,Mt. Fuji,Subashini Tainai Cave,,,,,,20,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=123; https://rpif.asu.edu/LTdatabase/result.php?RECNO=174,shrine,
United States of America,California; Siskiyou County,,Sugar Pine Butte Ice Cave,,,,,,130,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=512,,
United States of America,Idaho; Power County,,Sullivan Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1100,,
United States of America,California; Siskiyou County,,Sunbeam Annex Cave,,,,,,46,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=552,,
United States of America,California; Siskiyou County,,Sunbeam Pit,,,,,,147,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=553,,
United States of America,Idaho; Butte County,,Sunbear  Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1035,,
United States of America,California; Siskiyou County,,Sunnyside Tick Cave,,,,,,44,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=513,,
Australia,Queensland,,Sunset,,,,,,30,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1405,,
United States of America,Hawaii,Hawaii (Big Island); Mauna Loa,Sunset Cave,,,,,,370,,,,lava tunnel,,Mauna Loa flow of 1855,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=930; https://rpif.asu.edu/LTdatabase/result.php?RECNO=919,,
United States of America,California; Siskiyou County,Lava Beds National Monument,Sunshine Cave,,,,,,142,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=597,self-guided tourist cave,
United States of America,Idaho; Butte County,,Surprise Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1036,,
United States of America,Washington; Skamania County,Mount St. Helens,Surprise Cave,,,,,988,90,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1723,,
United States of America,Idaho; Gooding County,,Survey Point Cave,,,,,,50,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1054,,
United States of America,Oregon,,Surveyor's Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1288,,
"Korea, Republic of",Jeju province,Jeju Island,Susan Gul,,,,,,4675,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=676,,
Japan,,,Susona Fuketsu No. 2 Cave,,,,,,121,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=124; https://rpif.asu.edu/LTdatabase/result.php?RECNO=178,,
Japan,,,Susono Fuketsu Cave No. 1,,,,,,116,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=177,,
Japan,,,Susuno Fuketsu No. 1 Cave,,,,,,116,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=125,,
United States of America,Idaho; Caribou County,,Swan Lake Ice Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1039,,
United States of America,Hawaii; Puna District,Hawaii Island,Swansong Cave,,,,,,140,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=858,,
United States of America,Idaho; Gooding County,,Sweat Box,,,,,,46,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1053,,
United States of America,California; Siskiyou County,Lava Beds National Monument,Symbol Bridge,,,,,,45,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=615,self-guided tourist cave,
Hungary,,,Szivs-ki-barlang,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=164,,
United States of America,Hawaii,Hawaii Island; Kilauea,T-Tube,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=799,,
United States of America,California; San Bernardino,Pisgah,TA,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=400,,
United States of America,Washington; Skamania County,Mount St. Helens,Tadpole Cave,,,,,,,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1760,,
Japan,Nagasaki,,Takeno Ana,,,,,,130,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1177,,
Australia,Queensland,Undara,Taylor Cave,,AU-ASF-4U-4,,,,108,14,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1429; Atkinson et al. (1975) https://doi.org:10.1007/BF02597832,,
Japan,Nagasaki,Fuku-jima,Trinuk-i-ana,,,,,17,80,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1167,,
Japan,Nagasaki,,Tshi-ana,,,,,25,40,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1164,,
United States of America,California; San Bernardino,Pisgah,TB,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=401,,
United States of America,California; San Bernardino,Pisgah,TC,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=402,,
United States of America,California; San Bernardino,Pisgah,TD,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=403,,
United States of America,California; San Bernardino,Pisgah,TE,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=404,,
United States of America,California; San Bernardino,Pisgah,Tea Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=405,,
United States of America,California; San Bernardino,Pisgah,Tea Too,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=406,,
United States of America,Idaho; Gooding County,,Teakettle Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1055,,
United States of America,Washington; Skamania County,,Techno-Nine,,,,,,936,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1680,,
United States of America,Idaho; Lincoln County,,Tee Cave,,,,,,1006,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1094,,
United States of America,Oregon; Deschutes County,,TeePee,,,,,,5,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1322,,
United States of America,Oregon; Deschutes County,,Teepee Spatter Cone,,,,,,5,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1321,,
United States of America,California; Siskiyou County,,Teeter Rock Cave,,,,,,297,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=514,,
Syria,Assuwayda,Tell Shihan,Tell Shihan Tubes,,,,,,2000+,,,,lava tunnel,,Holocene,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=258,,
United States of America,California; Siskiyou County,,Temple Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=621,,
Australia,Queensland,Undara,Temple of Doom,U48,,,,,50,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1406,,
United States of America,California; San Bernardino,Pisgah,TF,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=407,,
United States of America,California; San Bernardino,Pisgah,TG,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=408,,
United States of America,California; San Bernardino,Pisgah,TH,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=409,,
United States of America,Washington; Klickitat County,,Thanks Cave,,,,,,915,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1620,,
United States of America,Idaho; Gooding County,,"The ""Y""",,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1056,,
United States of America,California; Siskiyou County,,The Den,,,,,,18,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=515,,
United States of America,Washington; Skamania County,,The Goblet,,,,,,21,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1681,,
United States of America,New Mexico; Socorro County,Jornada del Muerto,The Hookworm,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1197,,
United States of America,Idaho; Lincoln County,,The One Dave  Missed,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1080,,
United States of America,Idaho; Lincoln County,,The One Frank Missed,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1095,,
United States of America,Idaho; Lincoln County,,The One That Goes,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1081,,
United States of America,Hawaii; Puna District,Hawaii Island,The Puka Cave,,,,,,305,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=792,,
Australia,Victoria,Mt. Napier,The Staircase,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1590,,
United States of America,Idaho; Ada County,,The Tank,,,,,,122,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1000,,
Australia,Victoria,Mt. Napier,The Turk,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1591,,
Australia,Queensland,McBride Province,The Wall,,,,,,35000,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1430,,
United States of America,Washington; Skamania County,Mount St. Helens,Thermal Cave,,,,,396,45,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1724,,
United States of America,Hawaii,,This Cave/That Cave,,,,,,1002,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=946,,
United States of America,Oregon; Deschutes County,,Three Pines Cave,,,,,,30,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1325,,
United States of America,Washington; Skamania County,,Three Sinks Cave,,,,,,1105,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1682,,
United States of America,California; Siskiyou County,,Three Way,,,,,,133,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=634,,
United States of America,California; Siskiyou County,,Throughway Cave,,,,,,60,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=577,,
United States of America,California; Siskiyou County,Lava Beds National Monument,Thunderbolt Cave,,,,,,781,,,,lava tunnel,,,Labyrinth Cave System,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=598,self-guided tourist cave,
United States of America,Hawaii,Hawaii Island,Thurston Lava Tube,Nahuku,,,,1200,593,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=779,self-guided tourist cave,
United States of America,California; San Bernardino,Pisgah,TI,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=410,,
United States of America,California; Siskiyou County,,Tick City Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=516,,
United States of America,California; Siskiyou County,,Tickner Cave,,,,,,442,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=639,,
